lig_chembl_id,pro_chembl_id,pref_name,accession,pchembl_value,standard_type,assay_id,confidence_score,canonical_smiles,description
CHEMBL272978,CHEMBL2801,"CaM kinase II delta",Q13557,6.96,IC50,470097,9,NCCNc1cccc(-c2ccnc(Nc3cccc(Cl)c3)n2)c1,"Inhibition of CaMK2delta-mediated vimentin phosphorylation in human HL2 cells after 1 hr by ELISA"
CHEMBL270875,CHEMBL2801,"CaM kinase II delta",Q13557,6.42,IC50,470098,8,NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL402591,CHEMBL2801,"CaM kinase II delta",Q13557,4.82,IC50,470098,8,CN1C(=O)C(c2ccccc2)=C(c2cn(CCCN)c3ccccc23)C1=O,"Inhibition of CaMK2delta"
CHEMBL427724,CHEMBL2801,"CaM kinase II delta",Q13557,5.63,IC50,470098,8,CN1C(=O)C(c2csc3ccccc23)=C(c2cn(CCCN)c3ccccc23)C1=O,"Inhibition of CaMK2delta"
CHEMBL411456,CHEMBL2801,"CaM kinase II delta",Q13557,5.12,IC50,470098,8,CC(C)(C)OC(=O)NCCCn1cc(C2=C(c3c[nH]c4ccc(Br)cc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL403446,CHEMBL2801,"CaM kinase II delta",Q13557,7.47,IC50,470098,8,NCCCn1cc(C2=C(c3c[nH]c4ccc(Br)cc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL257851,CHEMBL2801,"CaM kinase II delta",Q13557,5.12,IC50,470098,8,Cc1[nH]c2ccccc2c1C1=C(c2cn(CCCNC(=O)OC(C)(C)C)c3ccccc23)C(=O)NC1=O,"Inhibition of CaMK2delta"
CHEMBL256265,CHEMBL2801,"CaM kinase II delta",Q13557,6.12,IC50,470098,8,Cc1[nH]c2ccccc2c1C1=C(c2cn(CCCN)c3ccccc23)C(=O)NC1=O,"Inhibition of CaMK2delta"
CHEMBL269264,CHEMBL2801,"CaM kinase II delta",Q13557,6.51,IC50,470098,8,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL446110,CHEMBL2801,"CaM kinase II delta",Q13557,5.34,IC50,470098,8,NCCCn1cc(C2=C(n3ccc4ccccc43)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL403887,CHEMBL2801,"CaM kinase II delta",Q13557,5.78,IC50,470098,8,NCCCn1cc(C2=C(c3cccc(Oc4ccccc4)c3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL409232,CHEMBL2801,"CaM kinase II delta",Q13557,5.88,IC50,470098,8,NCCCn1cc(C2=C(c3cccc(-c4ccccc4)c3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL408434,CHEMBL2801,"CaM kinase II delta",Q13557,6.55,IC50,470098,8,Cc1cccc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c1,"Inhibition of CaMK2delta"
CHEMBL412302,CHEMBL2801,"CaM kinase II delta",Q13557,6.75,IC50,470098,8,NCCCn1cc(C2=C(c3cccc(Br)c3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL407666,CHEMBL2801,"CaM kinase II delta",Q13557,5.92,IC50,470098,8,NCCCn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL410536,CHEMBL2801,"CaM kinase II delta",Q13557,5.83,IC50,470098,8,NCCCn1cc(C2=C(c3ccco3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL272295,CHEMBL2801,"CaM kinase II delta",Q13557,5.8,IC50,470098,8,NCCCn1cc(C2=C(c3ccncc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL407464,CHEMBL2801,"CaM kinase II delta",Q13557,6.27,IC50,470098,8,NCCCn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL270662,CHEMBL2801,"CaM kinase II delta",Q13557,5.8,IC50,470098,8,NCCCn1cc(C2=C(c3ccccn3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL256827,CHEMBL2801,"CaM kinase II delta",Q13557,5.87,IC50,470098,8,NCCCn1cc(C2=C(c3ccccc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL402775,CHEMBL2801,"CaM kinase II delta",Q13557,6.2,IC50,470098,8,NCCCn1cc(C2=C(c3ccnc4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL409834,CHEMBL2801,"CaM kinase II delta",Q13557,6.3,IC50,470098,8,NCCCn1cc(C2=C(c3ccc4ccccc4c3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL411253,CHEMBL2801,"CaM kinase II delta",Q13557,6.54,IC50,470098,8,NCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL258290,CHEMBL2801,"CaM kinase II delta",Q13557,6.44,IC50,470098,8,NCCCn1cc(C2=C(c3csc4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL256259,CHEMBL2801,"CaM kinase II delta",Q13557,5.42,IC50,470098,8,CC(C)(C)OC(=O)NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL270875,CHEMBL2801,"CaM kinase II delta",Q13557,6.42,IC50,470248,8,NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL404077,CHEMBL2801,"CaM kinase II delta",Q13557,6.35,IC50,470248,8,NCC(O)Cn1cc(C2=C(c3ccccc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL300549,CHEMBL2801,"CaM kinase II delta",Q13557,5.73,IC50,470248,8,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccc5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL55788,CHEMBL2801,"CaM kinase II delta",Q13557,6.19,IC50,470248,8,Cn1cc(C2=C(c3cn(C4CCNCC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL409856,CHEMBL2801,"CaM kinase II delta",Q13557,6.52,IC50,470248,8,Cn1cc(C2=C(c3cn(C4CCCNC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL269264,CHEMBL2801,"CaM kinase II delta",Q13557,6.51,IC50,470248,8,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL218328,CHEMBL2801,"CaM kinase II delta",Q13557,5.72,IC50,470248,8,CN1CCCC1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL403771,CHEMBL2801,"CaM kinase II delta",Q13557,5.84,IC50,470248,8,O=C1NC(=O)C(c2cn(CCC3CCCCN3)c3ccccc23)=C1c1c[nH]c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL446199,CHEMBL2801,"CaM kinase II delta",Q13557,5.7,IC50,470248,8,O=C1NC(=O)C(c2cn(CCCN3CCNCC3)c3ccccc23)=C1c1c[nH]c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL411456,CHEMBL2801,"CaM kinase II delta",Q13557,5.12,IC50,470248,8,CC(C)(C)OC(=O)NCCCn1cc(C2=C(c3c[nH]c4ccc(Br)cc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL256259,CHEMBL2801,"CaM kinase II delta",Q13557,5.42,IC50,470248,8,CC(C)(C)OC(=O)NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL404368,CHEMBL2801,"CaM kinase II delta",Q13557,5.45,IC50,470248,8,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1cccc(Br)c1,"Inhibition of CaMK2delta"
CHEMBL412302,CHEMBL2801,"CaM kinase II delta",Q13557,6.75,IC50,470248,8,NCCCn1cc(C2=C(c3cccc(Br)c3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL256827,CHEMBL2801,"CaM kinase II delta",Q13557,5.87,IC50,470248,8,NCCCn1cc(C2=C(c3ccccc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL256452,CHEMBL2801,"CaM kinase II delta",Q13557,6.06,IC50,470248,8,Cn1cc(C2=C(c3c[nH]c4ccc(Br)cc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL403446,CHEMBL2801,"CaM kinase II delta",Q13557,7.47,IC50,470248,8,NCCCn1cc(C2=C(c3c[nH]c4ccc(Br)cc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL266487,CHEMBL2801,"CaM kinase II delta",Q13557,5.92,IC50,470248,8,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL258290,CHEMBL2801,"CaM kinase II delta",Q13557,6.44,IC50,470252,8,NCCCn1cc(C2=C(c3csc4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta using freshly stock solution of compound"
CHEMBL256827,CHEMBL2801,"CaM kinase II delta",Q13557,6.46,IC50,470252,8,NCCCn1cc(C2=C(c3ccccc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta using freshly stock solution of compound"
CHEMBL256827,CHEMBL2801,"CaM kinase II delta",Q13557,6.64,IC50,470253,8,NCCCn1cc(C2=C(c3ccccc3)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta using 3 weeks old stock solution of compound"
CHEMBL270875,CHEMBL2801,"CaM kinase II delta",Q13557,6.42,IC50,470254,8,NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL255117,CHEMBL2801,"CaM kinase II delta",Q13557,4.93,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccc(C(=O)N(C)C)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL256460,CHEMBL2801,"CaM kinase II delta",Q13557,6.55,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccc(C(=O)NC)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL271043,CHEMBL2801,"CaM kinase II delta",Q13557,6.72,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccc(C(N)=O)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL271254,CHEMBL2801,"CaM kinase II delta",Q13557,6.42,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccc(C(=O)O)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL271648,CHEMBL2801,"CaM kinase II delta",Q13557,7.68,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccc(C(=O)OC)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL271426,CHEMBL2801,"CaM kinase II delta",Q13557,6.77,IC50,470254,8,COc1ccc2[nH]cc(C3=C(n4cc(CCN)c5ccccc54)C(=O)NC3=O)c2c1,"Inhibition of CaMK2delta"
CHEMBL411724,CHEMBL2801,"CaM kinase II delta",Q13557,6.96,IC50,470254,8,CCc1ccc2[nH]cc(C3=C(n4cc(CCNC)c5ccccc54)C(=O)NC3=O)c2c1,"Inhibition of CaMK2delta"
CHEMBL270032,CHEMBL2801,"CaM kinase II delta",Q13557,7.34,IC50,470254,8,N#Cc1ccc2[nH]cc(C3=C(n4cc(CCN)c5ccccc54)C(=O)NC3=O)c2c1,"Inhibition of CaMK2delta"
CHEMBL402533,CHEMBL2801,"CaM kinase II delta",Q13557,7.5,IC50,470254,8,NCCc1cn(C2=C(c3c[nH]c4ccc(C(F)(F)F)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL403337,CHEMBL2801,"CaM kinase II delta",Q13557,7.42,IC50,470254,8,NCCc1cn(C2=C(c3c[nH]c4ccc(F)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL402340,CHEMBL2801,"CaM kinase II delta",Q13557,7.89,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccc(Cl)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL255607,CHEMBL2801,"CaM kinase II delta",Q13557,8,IC50,470254,8,NCCc1cn(C2=C(c3c[nH]c4ccc(Cl)cc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL270846,CHEMBL2801,"CaM kinase II delta",Q13557,6.17,IC50,470254,8,O=C1NC(=O)C(n2cc(C3CCNCC3)c3ccccc32)=C1c1c[nH]c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL270648,CHEMBL2801,"CaM kinase II delta",Q13557,5.62,IC50,470254,8,CN(C)Cc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL256872,CHEMBL2801,"CaM kinase II delta",Q13557,6.25,IC50,470254,8,CN(C)CCc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL402152,CHEMBL2801,"CaM kinase II delta",Q13557,6.82,IC50,470254,8,CNCCc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL430412,CHEMBL2801,"CaM kinase II delta",Q13557,6.96,IC50,470254,8,NCCc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL403611,CHEMBL2801,"CaM kinase II delta",Q13557,5.22,IC50,470254,8,O=C1NC(=O)C(n2cc(CCCO)c3ccccc32)=C1c1c[nH]c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL271695,CHEMBL2801,"CaM kinase II delta",Q13557,6.13,IC50,470254,8,CN(C)CCCc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL271902,CHEMBL2801,"CaM kinase II delta",Q13557,6.42,IC50,470254,8,NCCCn1nc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL270141,CHEMBL2801,"CaM kinase II delta",Q13557,6.72,IC50,470254,8,NCCCc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12,"Inhibition of CaMK2delta"
CHEMBL401681,CHEMBL2801,"CaM kinase II delta",Q13557,6.13,IC50,470254,8,Cc1c(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc2n1CCCN,"Inhibition of CaMK2delta"
CHEMBL446110,CHEMBL2801,"CaM kinase II delta",Q13557,5.34,IC50,470254,8,NCCCn1cc(C2=C(n3ccc4ccccc43)C(=O)NC2=O)c2ccccc21,"Inhibition of CaMK2delta"
CHEMBL256265,CHEMBL2801,"CaM kinase II delta",Q13557,6.12,IC50,470254,8,Cc1[nH]c2ccccc2c1C1=C(c2cn(CCCN)c3ccccc23)C(=O)NC1=O,"Inhibition of CaMK2delta"
CHEMBL91829,CHEMBL2801,"CaM kinase II delta",Q13557,5.34,Kd,586813,9,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,"Binding constant for CAMK2D kinase domain"
CHEMBL608533,CHEMBL2801,"CaM kinase II delta",Q13557,7.44,Kd,586813,9,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding constant for CAMK2D kinase domain"
CHEMBL388978,CHEMBL2801,"CaM kinase II delta",Q13557,9.49,Kd,586813,9,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding constant for CAMK2D kinase domain"
CHEMBL1721885,CHEMBL2801,"CaM kinase II delta",Q13557,6.12,Kd,586813,9,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,"Binding constant for CAMK2D kinase domain"
CHEMBL535,CHEMBL2801,"CaM kinase II delta",Q13557,6.38,Kd,586813,9,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,"Binding constant for CAMK2D kinase domain"
CHEMBL603469,CHEMBL2801,"CaM kinase II delta",Q13557,8.06,Kd,655706,8,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,"Binding affinity to CAMK2D"
CHEMBL608533,CHEMBL2801,"CaM kinase II delta",Q13557,7.44,Kd,655706,8,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding affinity to CAMK2D"
CHEMBL535,CHEMBL2801,"CaM kinase II delta",Q13557,6.38,Kd,655706,8,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,"Binding affinity to CAMK2D"
CHEMBL1240703,CHEMBL2801,"CaM kinase II delta",Q13557,6,Kd,655706,8,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,"Binding affinity to CAMK2D"
CHEMBL221959,CHEMBL2801,"CaM kinase II delta",Q13557,5.57,Kd,774250,8,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,"Binding constant for CAMK2D kinase domain"
CHEMBL450786,CHEMBL2801,"CaM kinase II delta",Q13557,5.54,Kd,774250,8,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,"Binding constant for CAMK2D kinase domain"
CHEMBL535,CHEMBL2801,"CaM kinase II delta",Q13557,6.38,Kd,774250,8,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,"Binding constant for CAMK2D kinase domain"
CHEMBL1789941,CHEMBL2801,"CaM kinase II delta",Q13557,7.05,Kd,774250,8,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,"Binding constant for CAMK2D kinase domain"
CHEMBL513909,CHEMBL2801,"CaM kinase II delta",Q13557,5.62,Kd,774250,8,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,"Binding constant for CAMK2D kinase domain"
CHEMBL509032,CHEMBL2801,"CaM kinase II delta",Q13557,6.24,Kd,774250,8,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,"Binding constant for CAMK2D kinase domain"
CHEMBL553,CHEMBL2801,"CaM kinase II delta",Q13557,5.19,Kd,774250,8,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,"Binding constant for CAMK2D kinase domain"
CHEMBL608533,CHEMBL2801,"CaM kinase II delta",Q13557,7.44,Kd,774250,8,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding constant for CAMK2D kinase domain"
CHEMBL1287853,CHEMBL2801,"CaM kinase II delta",Q13557,6.23,Kd,774250,8,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"Binding constant for CAMK2D kinase domain"
CHEMBL379218,CHEMBL2801,"CaM kinase II delta",Q13557,6.57,Kd,774250,8,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,"Binding constant for CAMK2D kinase domain"
CHEMBL428690,CHEMBL2801,"CaM kinase II delta",Q13557,5.8,Kd,774250,8,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,"Binding constant for CAMK2D kinase domain"
CHEMBL300138,CHEMBL2801,"CaM kinase II delta",Q13557,5.55,Kd,774250,8,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,"Binding constant for CAMK2D kinase domain"
