lig_chembl_id,pro_chembl_id,pref_name,accession,pchembl_value,standard_type,assay_id,confidence_score,canonical_smiles,description
CHEMBL1240703,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.16,Kd,655704,8,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,"Binding affinity to CAMK2A"
CHEMBL264406,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,7.01,IC50,660480,8,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,"Inhibition of CAMK2 F89G mutant"
CHEMBL573578,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,8.1,IC50,660480,8,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,"Inhibition of CAMK2 F89G mutant"
CHEMBL105442,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.47,Kd,774210,8,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,"Binding constant for CAMK2A kinase domain"
CHEMBL1721885,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.46,Kd,774210,8,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,"Binding constant for CAMK2A kinase domain"
CHEMBL221959,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.46,Kd,774210,8,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,"Binding constant for CAMK2A kinase domain"
CHEMBL450786,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.47,Kd,774210,8,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,"Binding constant for CAMK2A kinase domain"
CHEMBL1789941,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,7.34,Kd,774210,8,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,"Binding constant for CAMK2A kinase domain"
CHEMBL535,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,7.1,Kd,774210,8,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,"Binding constant for CAMK2A kinase domain"
CHEMBL513909,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.89,Kd,774210,8,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,"Binding constant for CAMK2A kinase domain"
CHEMBL509032,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.01,Kd,774210,8,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,"Binding constant for CAMK2A kinase domain"
CHEMBL502835,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.44,Kd,774210,8,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,"Binding constant for CAMK2A kinase domain"
CHEMBL608533,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,7.7,Kd,774210,8,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding constant for CAMK2A kinase domain"
CHEMBL1287853,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.52,Kd,774210,8,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"Binding constant for CAMK2A kinase domain"
CHEMBL1908397,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Kd,774210,8,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,"Binding constant for CAMK2A kinase domain"
CHEMBL1241674,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.25,Kd,774210,8,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,"Binding constant for CAMK2A kinase domain"
CHEMBL379218,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.5,Kd,774210,8,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,"Binding constant for CAMK2A kinase domain"
CHEMBL428690,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.77,Kd,774210,8,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,"Binding constant for CAMK2A kinase domain"
CHEMBL475251,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.96,Kd,774210,8,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,"Binding constant for CAMK2A kinase domain"
CHEMBL91829,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.35,Kd,774210,8,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,"Binding constant for CAMK2A kinase domain"
CHEMBL384304,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.7,Kd,774210,8,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,"Binding constant for CAMK2A kinase domain"
CHEMBL603469,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,8,Kd,774210,8,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,"Binding constant for CAMK2A kinase domain"
CHEMBL1908394,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6,Kd,774210,8,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,"Binding constant for CAMK2A kinase domain"
CHEMBL288441,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.35,Kd,774210,8,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,"Binding constant for CAMK2A kinase domain"
CHEMBL388978,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,9.8,Kd,774210,8,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"Binding constant for CAMK2A kinase domain"
CHEMBL2007097,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4,Ki,809125,8,Nc1nc(=O)[nH]c2sccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL509032,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.2,Ki,809125,8,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1980407,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,7.2,Ki,809125,8,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1975927,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.3,Ki,809125,8,COc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1986943,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.8,Ki,809125,8,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1977138,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.6,Ki,809125,8,CC(Nc1cncc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1F,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1980329,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.6,Ki,809125,8,O=C1Nc2cc(-c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2004515,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5,Ki,809125,8,c1nc(-c2ccc3c(c2)OCO3)c2cc[nH]c2n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1991734,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.3,Ki,809125,8,CN1c2ccc(N)cc2C(c2ccccc2)c2cc(N)ccc21,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1970290,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,CCN(CC)CCNC(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1974480,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.7,Ki,809125,8,CCOC(=O)Cc1nc2c3cc(Br)ccc3[nH]c(=O)n2n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1980671,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.4,Ki,809125,8,Nc1ncnc2c1C(=O)Nc1ccccc1N2,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1996510,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.3,Ki,809125,8,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2000029,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6,Ki,809125,8,Cc1ccccc1-c1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1967998,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1974875,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.5,Ki,809125,8,O=C(O)c1csc2c1NCCNC2=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1996646,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.5,Ki,809125,8,COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2002099,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.5,Ki,809125,8,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1996702,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.8,Ki,809125,8,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCCN(C)C)cc2NC3=O)ccc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2006439,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.5,Ki,809125,8,Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCCCC2)n1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2002099,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.8,Ki,809125,8,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1982711,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.1,Ki,809125,8,NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL262623,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.5,Ki,809125,8,Nc1ncnc2c1N=C(c1ccccc1)CCN2,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2004025,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6,Ki,809125,8,COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1995211,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.8,Ki,809125,8,CC(C)(C)Nc1ncnc2[nH]cc(-c3ccccc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1972346,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.1,Ki,809125,8,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1971519,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.6,Ki,809125,8,Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1991867,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.2,Ki,809125,8,Nc1n[nH]c2nc(Cl)sc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1972355,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6,Ki,809125,8,COc1c(-c2nc3ccccc3[nH]2)c(O)cc2oc(C)cc(=O)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2001641,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.2,Ki,809125,8,CC(C)(O)c1cn(-c2ccc3[nH]ncc3c2)nn1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1997193,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.8,Ki,809125,8,Cc1ccc(-c2cc(-c3cc(Br)ccc3O)[nH]c(=O)c2C#N)s1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1983715,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.7,Ki,809125,8,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2002992,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,CC(N)C1CCC(C(=O)Nc2ccnc3[nH]ccc23)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1977931,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.1,Ki,809125,8,CC(=O)c1ccccc1-c1ncnc2[nH]ccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1998953,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.7,Ki,809125,8,c1ccc(-c2c[nH]c3ncnc(N4CCCCC4)c23)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1999120,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.2,Ki,809125,8,CC(C)c1cc(=O)[nH]c2[nH][nH]c(=O)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1973720,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.7,Ki,809125,8,NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1970340,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.3,Ki,809125,8,Nc1noc2cccc(-c3cccc(O)c3)c12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1997611,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,CCOC(=O)c1nc2c(=O)[nH]c3cc([N+](=O)[O-])c(NC(C)=O)cc3n2c1C,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2002723,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.9,Ki,809125,8,CC(=O)Nc1ccc(-n2nc3ccc(N)nc3n2)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1967878,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.7,Ki,809125,8,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1992073,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.6,Ki,809125,8,CCC1CC(NS(=O)(=O)C2CC2)CC1c1ncc2cnc3[nH]ccc3n12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1972934,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.2,Ki,809125,8,Nc1ncnc2sccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1992581,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,O=C(Cc1ccc(-c2cccnc2)cc1)Nc1ccc(SC(F)F)cc1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1971534,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.1,Ki,809125,8,NC(=O)c1cc2ccncc2s1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1978371,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.5,Ki,809125,8,N#CC1=C(c2ccccc2)CC(c2ccc(Cl)cc2)C(C(=O)c2ccccc2)C1=O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1978166,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.8,Ki,809125,8,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCCCCCCCCN)cnc(N)c34)cc2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1974617,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.1,Ki,809125,8,OCc1cc(-c2ccc3[nH]ncc3c2)on1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1992125,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,COc1cc(Nc2ncnc(N3CCCc4cc(C)ccc43)n2)cc(OC)c1OC,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL2001539,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.3,Ki,809125,8,c1cc2c(s1)CCc1cn[nH]c1-2,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1980995,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,8.5,Ki,809125,8,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1997041,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.8,Ki,809125,8,Cc1cc(-c2ncnc3[nH]ccc23)ccc1F,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL550418,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.4,Ki,809125,8,COc1cc(-c2ccc3c(c2)Nc2c(O)cccc2NC3=O)ccc1O,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1969664,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.2,Ki,809125,8,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1421720,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.5,Ki,809125,8,O=C(Cc1cccs1)Nc1nc2ccccc2s1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1968130,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.7,Ki,809125,8,Nc1nnc2cncc(Cl)n12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1949855,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,4.8,Ki,809125,8,O=c1[nH]cnc2c(Cl)cccc12,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1990885,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.8,Ki,809125,8,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1940137,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,5.6,Ki,809125,8,Clc1cccc(Nc2nc(N3CCOCC3)nc(-n3cccn3)n2)c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
CHEMBL1973359,CHEMBL4147,"CaM kinase II alpha",Q9UQM7,6.7,Ki,809125,8,NC(=O)c1ccc2nc(-c3ccc([N+](=O)[O-])o3)cn2c1,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2A"
